String ID,Dev Notes / Context,Character Limit,Text
"[2]   location2","User Interface","40","[2]   location2"
"accept and play","User Interface","40","accept and play"
"Audio","User Interface","40","Звук"
"Choose an item as a reward","User Interface","40","Выберите награду"
"Choose your equipment","User Interface","40","Выберите снаряжение"
"combat","User Interface","40","combat"
"compatible with:","User Interface","40","compatible with:"
"continue","User Interface","40","continue"
"Controls","User Interface","40","Управление"
"data collection","User Interface","40","data collection"
"deal: 0","User Interface","40","deal: 0"
"delete","User Interface","40","delete"
"delete cloud saves","User Interface","40","delete cloud saves"
"device","User Interface","40","device"
"Difficulty","User Interface","40","Сложность"
"due to pixel art scaling, resolution changes will only take effect in windowed mode.","User Interface","128","due to pixel art scaling, resolution changes will only take effect in windowed mode."
"equipment 1","User Interface","40","equipment 1"
"equipment 2","User Interface","40","equipment 2"
"equipment 3","User Interface","40","equipment 3"
"equipment 4","User Interface","40","equipment 4"
"equipment 5","User Interface","40","equipment 5"
"equipment 6","User Interface","40","equipment 6"
"Continue Playing","User Interface","72","Продолжить игру"
"Save Progress and Exit","User Interface","72","Сохранить и выйти"
"Are you sure you want to return to the main menu?\nYou will lose quest progress and items.","User Interface","160","Are you sure you want to return to the main menu?\nYou will lose quest progress and items."
"Are you sure you want to return to the main menu?\nYou will lose quest progress.","User Interface","160","Are you sure you want to return to the main menu?\nYou will lose quest progress."
"Are you sure you want to return to the main menu?","User Interface","160","Вы уверены что хотите выйти в меню?"
"Exit To Main Menu","User Interface","40","Выйти в меню"
"explosive","User Interface","40","explosive"
"fast","User Interface","40","fast"
"flashbang","User Interface","40","flashbang"
"gameanalytics privacy policy","User Interface","40","gameanalytics privacy policy"
"Gameplay","User Interface","40","Gameplay"
"How long do you want to sleep?","User Interface","60","How long do you want to sleep?"
"impact","User Interface","40","impact"
"install","User Interface","40","install"
"items info","User Interface","40","items info"
"keep","User Interface","40","keep"
"kg: weight","User Interface","40","kg: weight"
"land mine","User Interface","40","land mine"
"Movement","User Interface","40","Movement"
"No","User Interface","40","No"
"no","User Interface","40","no"
"normal","User Interface","40","normal"
"Not available now","User Interface","40","Not available now"
"note - when in fullscreen, the game will always scale to the correct resolution for your monitor.","User Interface","128","note - when in fullscreen, the game will always scale to the correct resolution for your monitor."
"our privacy policy","User Interface","40","our privacy policy"
"play without analytics","User Interface","40","play without analytics"
"player needs","User Interface","40","player needs"
"Presets","User Interface","40","Пресет"
"Relations","User Interface","40","Relations"
"Remove","User Interface","40","Remove"
"remove","User Interface","40","remove"
"Gamepad devices","User Interface","40","Gamepad devices"
"Devices","User Interface","40","Устройства"
"Languages","User Interface","40","Язык"
"Resolution","User Interface","40","Разрешение экрана"
"Resume","User Interface","40","Продолжить"
"savedata conflict","User Interface","40","Конфликт сохранения"
"Sell for","User Interface","40","Продать за"
"sleep","User Interface","40","Спать"
"Slot","User Interface","40","Ячейка"
"slot 0:00","User Interface","40","slot 0:00"
"specializing...","User Interface","40","specializing..."
"Start","User Interface","40","Start"
"Teleport to...","User Interface","40","Teleport to..."
"Time","User Interface","40","Time"
"torch","User Interface","40","torch"
"uninstall","User Interface","40","uninstall"
"Video","User Interface","40","Графика"
"weapon1","User Interface","40","weapon1"
"weapon2","User Interface","40","weapon2"
"yes","User Interface","40","yes"
"has been added to your inventory","ITEM_NAME (x quantity) has been added to your inventory","96","has been added to your inventory"
"Not enough inventory space!","User interface","96","Not enough inventory space!"
"Savedata is from a newer version of the game","User Interface","72","Savedata is from a newer version of the game"
"No file found","User Interface","72","No file found"
"You are no longer thirsty","User Interface","128","You are no longer thirsty"
"You can only receive equipment by activating hardcore difficulty options","User Interface","128","You can only receive equipment by activating hardcore difficulty options"
"Weapon repaired","User Interface","128","Weapon repaired"
"The weapon's condition is too low for this repair kit","User Interface","128","The weapon's condition is too low for this repair kit"
"The weapon's condition is too high for this repair kit","User Interface","128","The weapon's condition is too high for this repair kit"
"This repair kit doesn't match the weapon's caliber","User Interface","128","This repair kit doesn't match the weapon's caliber"
"Armor repaired","User Interface","128","Armor repaired"
"The armor's condition is too low for this repair kit","User Interface","128","The armor's condition is too low for this repair kit"
"The armor's condition is too high for this repair kit","User Interface","128","The armor's condition is too high for this repair kit"
"You can't use this book: max level reached","User Interface","128","You can't use this book: max level reached"
"You can only use this item in the bunker","User Interface","128","You can only use this item in the bunker"
"You can not use this item in the bunker!","User Interface","128","You can not use this item in the bunker!"
"The module has been installed","User Interface","128","The module has been installed"
"Module and building kit levels do not match","User Interface","128","Module and building kit levels do not match"
"You don't have this module installed","User Interface","128","You don't have this module installed"
"You can install modules only in the bunker","User Interface","128","You can install modules only in the bunker"
"Stash upgraded","User Interface","128","Stash upgraded"
"You are no longer hungry","User Interface","128","You are no longer hungry"
"You don't have the required skill","User Interface","128","You don't have the required skill"
"You don't have the required base module","User Interface","128","You don't have the required base module"
"You don't have enough raw materials","User Interface","128","You don't have enough raw materials"
"You can only install modules in the bunker","User Interface","128","You can only install modules in the bunker"
"Already installed!","User Interface","128","Already installed!"
"Essential parts of the weapon are missing","User Interface","128","Essential parts of the weapon are missing"
"This is a safe zone!","User Interface","128","This is a safe zone!"
"You have been healed","User Interface","128","You have been healed"
"No armor in the slot","User Interface","128","No armor in the slot"
"Trader does not have enough roubles","User Interface","128","Trader does not have enough roubles"
"Not enough inventory space to scrap this item","User Interface","128","Not enough inventory space to scrap this item"
"Fire mode: semi-automatic","User Interface, stating the current fire mode","48","Fire mode: semi-automatic"
"Fire mode: automatic","User Interface, stating the current fire mode","48","Fire mode: automatic"
"Skill successfully reset","User Interface","128","Skill successfully reset"
"You can't use this book yet: no specialisation found","User Interface","128","You can't use this book yet: no specialisation found"
"You need 100 reputation with this faction","User Interface","128","You need 100 reputation with this faction"
"You have already enlisted with the Green Army","User Interface","128","You have already enlisted with the Green Army"
"You've joined the Crimson Corporation","User Interface","128","You've joined the Crimson Corporation"
"You have already joined this faction","User Interface","128","You have already joined this faction"
"You can not join another faction","User Interface","128","You can not join another faction"
"Not yet unlocked","User Interface","128","Not yet unlocked"
"In development","User Interface","128","In development"
"Gamepad connected","User Interface","128","Gamepad connected"
"Gamepad disconnected","User Interface","128","Gamepad disconnected"
"You have not accepted this task yet!","User Interface","128","You have not accepted this task yet!"
"You have not completed this task yet!","User Interface","128","You have not completed this task yet!"
"You have to choose an item as your reward!","User Interface","128","You have to choose an item as your reward!"
"You already have this quest!","User Interface","128","You already have this quest!"
"You have reached the max task limit!","User Interface","128","You have reached the max task limit!"
"This weapon has no ammo","User Interface","128","This weapon has no ammo"
"Not enough inventory space to unload this weapon","User Interface","128","Not enough inventory space to unload this weapon"
"You can only uninstall modules in the bunker","User Interface","128","You can only uninstall modules in the bunker"
"Storage module cannot be uninstalled","User Interface","128","Storage module cannot be uninstalled"
"Quest completed!","Player Interaction","128","Quest completed!"
"Lights OFF","Player Interaction","128","Lights OFF"
"Lights ON","Player Interaction","128","Lights ON"
"You cannot remove this quest","Player Interaction","128","You cannot remove this quest"
"You can only remove quests in the bunker","Player Interaction","128","You can only remove quests in the bunker"
"Currently using:","User Interface, Currently Using: Ammo Type","128","Currently using:"
"Intermediate","Experience names","48","Intermediate"
"Skilled","Experience names","48","Skilled"
"Expert","Experience names","48","Expert"
"Veteran","Experience names","48","Veteran"
"Master","Experience names","48","Master"
"Legend","Experience names","48","Legend"
"MAX","Experience names","48","MAX"
"Preparing","Map Generation","64","Preparing"
"Generating tearrain","Map Generation","64","Generating terrain"
"Generating railroad and road","Map Generation","64","Generating railroad and road"
"Generating terrain variants","Map Generation","64","Generating terrain variants"
"Autotiling of the road and railroad","Map Generation","64","Autotiling of the road and railroad"
"Choosing train's stop position","Map Generation","64","Choosing train's stop position"
"General grid adjustment","Map Generation","64","General grid adjustment"
"Generating water","Map Generation","64","Generating water"
"Autotiling of the terrain","Map Generation","64","Autotiling of the terrain"
"Generating solid object","Map Generation","64","Generating solid object"
"Placing building - may take a while","Map Generation","64","Placing building - may take a while"
"Generating environment","Map Generation","64","Generating environment"
"General adjustment","Map Generation","64","General adjustment"
"Generating dynamic grass","Map Generation","64","Generating dynamic grass"
"Generating shadows and minimap","Map Generation","64","Generating shadows and minimap"
"Generate Dynamic NPC","Map Generation","64","Generate Dynamic NPC"
"Calculating dynamic NPC path","Map Generation","64","Calculating dynamic NPC path"
"Almost ready","Map Generation","64","Almost ready"
"Bleeding","User Interface","48","Bleeding"
"stamina regeneration","Player Status, "x% stamina regeneration"","48","stamina regeneration"
"max weight","Player Status, "x kg max weight"","48","max weight"
"Max Weight","Player Status, "x kg max weight"","48","Max Weight"
"Key set","Controls Menu, shown once key/button is pressed and set","48","Key set"
"Invalid key","Controls Menu, shown once key/button is pressed and set","48","Invalid key"
"Key already used","Controls Menu, shown once key/button is pressed and set","48","Key already used"
"This key doesn't accept a mouse button","Controls Menu, shown once key/button is pressed and set","48","This key doesn't accept a mouse button"
"All controls have been reset","Controls Menu","64","All controls have been reset"
"Waiting for input...","Controls Menu, waiting for key/button to be pressed","32","Waiting for input..."
"Item consumed","Player action","96","Consumed [ITEM_NAME]"
"Your reputation with this faction has increased","User Interface, turning in documents","128","Your reputation with this faction has increased by [AMOUNT]"
"Unlocked at reputation level ?","User Interface, loot trader","128","Unlocked at reputation level [LOOT_LEVEL]"
"...","User Interface, interaction with NPC","1400","..."
"A light this bright should lure them out into the open, then the slaughter begins.","User Interface, interaction with NPC","1400","A light this bright should lure them out into the open, then the slaughter begins."
"A marvel! There is a village in the middle of the forest - NPC Dialogue","User Interface, interaction with NPC","1400","A marvel! There is a village in the middle of the forest, the inhabitants were practically all lumberjacks.\nThen some genius decided to build a fucking sawmill nearby.\nGood for business you might say, but it made enough noise to keep people awake at night.\nWe protested, but you can't do anything against those fucking businessmen.\nAfter the accident at the nuclear plant, some people left with the soldiers, others decided to stay there.\nSome time ago the village was attacked by bandits, I don't know what the villagers did, I only know that no one came to see me anymore..."
"Absolutely! It will take some time though - NPC Dialogue","User Interface, interaction with NPC","1400","Absolutely! It will take some time though.\nI have no idea what experiment they were doing down there but so far we have found out that it is definitely human flesh.\nThe fascinating thing is that it shows some very unusual properties, first of all the colour.\nHave you ever seen green human flesh?\nHAHA I'm so excited!I can't wait to find out more!\nOh right, surely someone died because it's human flesh, but what can I do? C'est la vie, right? Isn't that what they say in France?\nWell, never mind, as I said before it will take some time before we get any results, hopefully this will help us understand what happened."
"After the accident, I never ventured so far north - NPC Dialogue","User Interface, interaction with NPC","1400","After the accident, I never ventured so far north. I don't know what's there now.\nThere used to be a swamp east of the industrial area."
"After the disaster those guys came - NPC Dialogue","User Interface, interaction with NPC","1400","After the disaster those guys came, the ones with the green onesie, they looked like they were from one of those science fiction movies.\nThey ordered me to follow them. They said they had found a safe place in a bunker somewhere.\nI've always lived here, I didn't want to leave so I told them to fuck off by threatening them with a rifle.\nOne of the bastards shot me in the leg and they left me here. His name was... Oh yes! Bogdanov! Private Bogdanov! I heard his name when the others stopped him.\nMy leg has healed, but not completely. I can hardly hunt anymore."
"Ah dirty bastards...\nI'm just a poor old man!\nGo ahead Hunter! Do what you must!","User Interface, interaction with NPC","1400","Ah dirty bastards...\nI'm just a poor old man!\nGo ahead Hunter! Do what you must!"
"Are you analysing the flesh tissue I recovered from the lab?","User Interface, interaction with NPC","1400","Are you analysing the flesh tissue I recovered from the lab?"
"Are you back to see how the studies are going?","User Interface, interaction with NPC","1400","Are you back to see how the studies are going?"
"Are you happy with your work?","User Interface, interaction with NPC","1400","Are you happy with your work?"
"As you may have guessed, I am not a big talker - NPC Dialogue","User Interface, interaction with NPC","1400","As you may have guessed, I am not a big talker.\nI don't want to talk about it, I lost my friends and companions in that place."
"Bad news my friend...","User Interface, interaction with NPC","1400","Bad news my friend..."
"Barter and crafting","User Interface, interaction with NPC","1400","Barter and crafting"
"Bye","User Interface, interaction with NPC","1400","Bye"
"Bye Mr. Junk","User Interface, interaction with NPC","1400","Bye Mr. Junk"
"Crimson Corporation is a multinational company - NPC Dialogue","User Interface, interaction with NPC","1400","Crimson Corporation is a multinational company that deals with research and development in the biomedical field and is a leader in the sector. We had permission from the local government to open a laboratory in the old nuclear power plant in Zakov. We were conducting radiation experiments and research there."
"Damn! These poor guys","User Interface, interaction with NPC","1400","Damn! These poor guys"
"Do you wanna buy something?","User Interface, interaction with NPC","1400","Do you wanna buy something?"
"Don't look at Mr Junk's treasure!","User Interface, interaction with NPC","1400","Don't look at Mr Junk's treasure!"
"Don't make a mess","User Interface, interaction with NPC","1400","Don't make a mess"
"Everyone thinks we were making secret weapons - NPC Dialogue","User Interface, interaction with NPC","1400","Everyone thinks we were making secret weapons and stuff in the lab. HA!\nThe truth is we were conducting a routine experiment and something went wrong. There was an explosion and a massive release of radiation.\nWe don't know what really happened and our technicians tried so hard to understand it."
"Go away! I don't have time to waste on people like you.","User Interface, interaction with NPC","1400","Go away! I don't have time to waste on people like you."
"Green army wants you dead","User Interface, interaction with NPC","1400","Green army wants you dead"
"Heal me","User Interface, interaction with NPC","1400","Heal me"
"Hello comrade!","User Interface, interaction with NPC","1400","Hello comrade!"
"Hello comrade, how can I help you?","User Interface, interaction with NPC","1400","Hello comrade, how can I help you?"
"Hello hunter, do you wanna go somewhere?","User Interface, interaction with NPC","1400","Hello hunter, do you wanna go somewhere?"
"Hello rookie! Welcome to the tutorial!","User Interface, interaction with NPC","1400","Hello rookie! Welcome to the tutorial!"
"Hello stranger! Are you hungry?","User Interface, interaction with NPC","1400","Hello stranger! Are you hungry?"
"Here are some... parts of Vlasov","User Interface, interaction with NPC","1400","Here are some... parts of Vlasov"
"Hey Hunter!","User Interface, interaction with NPC","1400","Hey Hunter!"
"Hey comrade!","User Interface, interaction with NPC","1400","Hey comrade!"
"Hey comrade! What do you need?","User Interface, interaction with NPC","1400","Hey comrade! What do you need?"
"Hey!","User Interface, interaction with NPC","1400","Hey!"
"Hi!","User Interface, interaction with NPC","1400","Hi!"
"How are the studies going?","User Interface, interaction with NPC","1400","How are the studies going?"
"How can I extract from a map?","User Interface, interaction with NPC","1400","How can I extract from a map?"
"How can I help you?","User Interface, interaction with NPC","1400","How can I help you?"
"How can I join the Green Army?","User Interface, interaction with NPC","1400","How can I join the Green Army?"
"How can I leave?","User Interface, interaction with NPC","1400","How can I leave?"
"How can I reach other areas?","User Interface, interaction with NPC","1400","How can I reach other areas?"
"How has radiation changed the zone?","User Interface, interaction with NPC","1400","How has radiation changed the zone?"
"Huh, that thing is like shit for flies - NPC Dialogue","User Interface, interaction with NPC","1400","Huh, that thing is like shit for flies.\nNo wonder the helicopters all crashed in this area.\nI know what it's like, at first you can't move a muscle, then you get a big headache and finally you have an unbearable urge to get close and touch it, but you're not aware of what you're doing.\nLuckily I saved you in time, otherwise you would have ended up like the crew of those helicopters.\nI've already seen a similar thing before..."
"I accept","User Interface, interaction with NPC","1400","I accept"
"I am Dmitriy - NPC Dialogue","User Interface, interaction with NPC","1400","I am Dmitriy.\nIf you are looking for some tasks you are in the right place, there is always something to do"
"I am many things - NPC Dialogue","User Interface, interaction with NPC","1400","I am many things, my friend. I am a diplomat, a fixer, a broker of secrets and information.\n\nI am the one who knows people, who knows how to get things done in this broken world. \nBut who I am is not important. What is important is what I can do for you. You see, I have connections, contacts in every corner of this land. I know who to talk to, who to avoid, who has what you need. And I can put that knowledge to use for you.\n \nFor now I just have a whole bunch of tasks that need doing.\nEvery day, I get requests from people and I'm always looking for capable folks like you to help out. If you're interested, just let me know.\nI'll give you a task, and you'll get rewarded when it's done. Simple as that."
"I bet you have many questions","User Interface, interaction with NPC","1400","I bet you have many questions"
"I can carry you wherever you want.\nYou just have to pay a fee.","User Interface, interaction with NPC","1400","I can carry you wherever you want.\nYou just have to pay a fee."
"I can give you a few ones - NPC Dialogue","User Interface, interaction with NPC","1400","I can give you a few ones.\nI don't think the Green Army wants to deal with a rookie, I can put in a good word for you, but first let's see if you can survive out there.\nBesides, the Doctor is always looking for someone willing to risk their life to get him samples.\nTry going to talk to him, see what he says."
"I don't know hunter - NPC Dialogue","User Interface, interaction with NPC","1400","I don't know hunter!\nI have sent a team to the site and we will soon build a containment structure to study it, stop there once in a while.\nI still can't understand how you managed to survive, you're a hard man to kill hahaha."
"I don't know, some helicopters have fallen into the swamp recently - NPC Dialogue","User Interface, interaction with NPC","1400","I don't know, some helicopters have fallen into the swamp recently.\nThe bodies have suffered severe radiation burns, believe me, it's not a good way to die.\nThey managed to extract some of them still alive, but they were unable to speak.\nThey kept their eyes completely wide open without ever blinking, by the time help arrived their eyes were dry.\nMy team of scientists are inspecting the bodies but I have never seen anything like this before."
"I have a proposal for you","User Interface, interaction with NPC","1400","I have a proposal for you"
"I have not heard good things about the Crimson Corporation","User Interface, interaction with NPC","1400","I have not heard good things about the Crimson Corporation"
"I have to think about it","User Interface, interaction with NPC","1400","I have to think about it"
"I need some equipment","User Interface, interaction with NPC","1400","I need some equipment"
"I still don't trust you, go to the barman and get some work from him first. When you are ready he will let you know.","User Interface, interaction with NPC","1400","I still don't trust you, go to the barman and get some work from him first. When you are ready he will let you know."
"I want to enlist","User Interface, interaction with NPC","1400","I want to enlist"
"I want to join","User Interface, interaction with NPC","1400","I want to join"
"I want to know something","User Interface, interaction with NPC","1400","I want to know something"
"I want to leave","User Interface, interaction with NPC","1400","I want to leave"
"I was a conductor of Zakov's train station - NPC Dialogue","User Interface, interaction with NPC","1400","I was a conductor of Zakov's train station.\nAfter the explosion the green army asked me, or rather ordered me, to stay in Zakov.\nI have been a train conductor for 40 years and given my experience on these railroads they said I would be a useful element."
"I'm guarding the front door, can't you tell?","User Interface, interaction with NPC","1400","I'm guarding the front door, can't you tell?"
"I'm guarding the front door.\nCan't you tell?","User Interface, interaction with NPC","1400","I'm guarding the front door.\nCan't you tell?"
"I've found some documents","User Interface, interaction with NPC","1400","I've found some documents"
"I've helped you dock","User Interface, interaction with NPC","1400","I've helped you dock"
"If you continue to the left you will find a room - NPC Dialogue","User Interface, interaction with NPC","1400","If you continue to the left you will find a room with crates and a workbench.\nYou can use that place to do whatever you want, you can even build something in there as long as you are able to do so.\nI suggest you take a look at the workbench, there you can create items that you'll need during your hunts."
"If you're just a biomedical company, why are there so many troops?","User Interface, interaction with NPC","1400","If you're just a biomedical company, why are there so many troops?"
"Immediately after the accident we were on good terms - NPC Dialogue","User Interface, interaction with NPC","1400","Immediately after the accident we were on good terms, they minded their own business and we minded ours.\nEverything changed when they found out that it was not normal radiation, that we had lied to them.\nSince then this place has been a war zone, no rules, no law.\nBoth the Green Army and the Crimson Corporation want the other out of the way, leaving room to move freely across the land and get to the plant first."
"In an unbelievable way - NPC Dialogue","User Interface, interaction with NPC","1400","In an unbelievable way! It was clear right away that this is not just radiation, it's something never seen or imagined until now.\nAnomalies have been created that can pulverize you in a second! Fantastic!\nNot to mention the effect that the radiation has had on wildlife, it has quickly changed the DNA of the animals without causing their death, all while increasing their physical capabilities and senses.\nYou can find things out there that you wouldn’t see even in the best science fiction movies. Am I scaring you?\nMaybe I should stop, you could be a valuable resource for me."
"In the forest you will find mainly bandits and wild animals - NPC Dialogue","User Interface, interaction with NPC","1400","In the forest you will find mainly bandits and wild animals, in the center there was an inhabited village but a few weeks ago the bandits arrived, the few survivors took refuge here.\nThere is an old abandoned sawmill, also occupied by bandits.\nThe Green Army has an outpost in the forest, they won't attack you right away but make sure not to provoke them."
"Is the area where Zakov's major industries used to be - NPC Dialogue","User Interface, interaction with NPC","1400","Is the area where Zakov's major industries used to be.\nIf you need any tools or electronic parts, that's the place. But be careful, there are more organized groups of bandits there."
"Is this place really safe?","User Interface, interaction with NPC","1400","Is this place really safe?"
"Is this place safe?","User Interface, interaction with NPC","1400","Is this place safe?"
"It was a nuclear power plant active until 2014 - NPC Dialogue","User Interface, interaction with NPC","1400","It was a nuclear power plant active until 2014, after which the local government allowed the multinational Crimson Corporation to occupy the plant and turn it into a sort of secret laboratory, but declined all responsibility. A cliche, right?\nWe were not allowed to know what was going on in there, but it was not uncommon for strange things to happen, such as electronic devices not working for hours, or totally missing a radio signal."
"It's a multinational company - NPC Dialogue","User Interface, interaction with NPC","1400","It's a multinational company, a leader in the pharmaceutical and technology markets. Our research is mainly based on DNA and nanotechnology.\nOur experts detected a very different type of radiation here in Zakov, so we convinced the local government to give us permission to use the old nuclear power plant as a research laboratory."
"It's none of your business. Ask my brother Yakim, he has always been the most talkative one.","User Interface, interaction with NPC","1400","It's none of your business. Ask my brother Yakim, he has always been the most talkative one."
"It's the area where most of the population was evacuated - NPC Dialogue","User Interface, interaction with NPC","1400","It's the area where most of the population was evacuated.\nToday there's no one... alive, just a few bandits.\nThe radiation level isn't high, but stay away from the clusters of cars you find, the radiation there skyrocket."
"Join Crimson Corporation","User Interface, interaction with NPC","1400","Join Crimson Corporation"
"Join Green Army","User Interface, interaction with NPC","1400","Join Green Army"
"Mmm... Tongue and eyes huh - NPC Dialogue","User Interface, interaction with NPC","1400","Mmm... Tongue and eyes huh? You've got guts soldier...\nMany of my recruits wouldn't have even thought of that. You did the right thing, that's what the rats deserve.\nLeave them to me, let them serve as a warning to all my men."
"Mmm...Ok bye!","User Interface, interaction with NPC","1400","Mmm...Ok bye!"
"I can see you're a clever person - NPC Dialogue","User Interface, interaction with NPC","1400","I can see you're a clever person. Be careful asking these questions... \nI'd never want anything bad to happen to you."
"My brother Vadim and I have been tasked to guard the main door.","User Interface, interaction with NPC","1400","My brother Vadim and I have been tasked to guard the main door."
"My name is Akim Sokolov, but everyone calls me The Guide - NPC Dialogue","User Interface, interaction with NPC","1400","My name is Akim Sokolov, but everyone calls me The Guide.\nBefore the explosion I worked as Zakov's tour guide. I was born in these areas and I know them like the back of my hand. If you need any directions, just ask."
"My name is Henry Davies and I was in charge of the lab in Zakov.","User Interface, interaction with NPC","1400","My name is Henry Davies and I was in charge of the lab in Zakov."
"My name is Reynard, I am the commander of the Crimson Corporation forces stationed at Zakov.","User Interface, interaction with NPC","1400","My name is Reynard, I am the commander of the Crimson Corporation forces stationed at Zakov."
"My name is Sacriel - NPC Dialogue","User Interface, interaction with NPC","1400","My name is Sacriel and I recently arrived in the bunker.\nI have yet to settle in properly but be ready, in about a month I will have missions to give you."
"My name is Viktor Artemovich - NPC Dialogue","User Interface, interaction with NPC","1400","My name is Viktor Artemovich, I'm the general of the Green Army.\nAfter the nuclear disaster we were sent here to protect the citizens and maintain control. What we could not know is that a few days after the disaster a barrier formed on the perimeter of the Zone, preventing anyone from entering or leaving. We tried with every means at our disposal to create radio communication but without success.\nNo one knows what goes on in here."
"My name is Viktor Korolev - NPC Dialogue","User Interface, interaction with NPC","1400","My name is Viktor Korolev, but everyone calls me The Doctor. I am a doctor and researcher at Zakov hospital, or rather, I was before all this happened.\nAfter the explosion, the local government allowed me to open a division to study the mutations that occurred in the flora and fauna.\nWe have practically infinite funds and I am very excited and happy to work on this project. Maybe I shouldn't be since the explosion caused the death of thousands of people.\nBut what can I do about it? It's a blessing that this happened!"
"My name is not important, I'm just a Hunter like you - NPC Dialogue","User Interface, interaction with NPC","1400","My name is not important, I'm just a Hunter like you.\nI have been travelling in these areas for a long time now, thanks to my experiences in the past it is like taking a walk.\nIt is relaxing."
"Next step","User Interface, interaction with NPC","1400","Next step"
"Not much. But orders are orders...","User Interface, interaction with NPC","1400","Not much. But orders are orders..."
"Not much... As you can see, this crystal is different from the others - NPC Dialogue","User Interface, interaction with NPC","1400","Not much... As you can see, this crystal is different from the others, it emits very strong radiation discharges, but thanks to the containment structure we are safe.\nWe have yet to discover the frequency of these discharges, and above all their nature.\nThe radiation is different though, it almost seems to have a hypnotic effect, I've never seen anything like it in my career.\nBefore coming to Zakov I heard rumours of a similar place and crystal in an old nuclear power plant in Ukraine but I don't know anything else.\nNot much information comes from that place. On the other hand, not much information comes out of Zakov either.\nIt's such a waste, who knows what we could discover if we had more resources and proper equipment.\nI'd better shut up, these ideas are not well received and I don't want to be heard by one of those soldiers."
"Nothing in particular, some days I need to get fresh air.\nLiving in the bunker all the time is not easy.","User Interface, interaction with NPC","1400","Nothing in particular, some days I need to get fresh air.\nLiving in the bunker all the time is not easy."
"Now that you have killed several Green Army soldiers you have shown them that you mean business.\nI propose something to you: talk to Artemovich and see the possibility of having a Crimson Corporation trader inside the bunker.\nNo matter how much our factions are fighting, the ZERO Sievert bunker is still a safe zone.\nIt was not decided by my leaders or even the local government, there are international agreements regarding that bunker.\nThe only way for us to access it would be through force but there are too many civilians in the bunker and having dead civilians is not a wise political move.\nSo, talk to Artemovich and find a compromise. Having a trader in the ZERO Sievert would also benefit our pockets.","User Interface, interaction with NPC","1400","Now that you have killed several Green Army soldiers you have shown them that you mean business.\nI propose something to you: talk to Artemovich and see the possibility of having a Crimson Corporation trader inside the bunker.\nNo matter how much our factions are fighting, the ZERO Sievert bunker is still a safe zone.\nIt was not decided by my leaders or even the local government, there are international agreements regarding that bunker.\nThe only way for us to access it would be through force but there are too many civilians in the bunker and having dead civilians is not a wise political move.\nSo, talk to Artemovich and find a compromise. Having a trader in the ZERO Sievert would also benefit our pockets."
"Npc can give you usefull information, task and trade with you.","User Interface, interaction with NPC","1400","Npc can give you usefull information, task and trade with you."
"Of any kind. People come in here - NPC Dialogue","User Interface, interaction with NPC","1400","Of any kind. People come in here and tell me what they want.\nMy job is finding people willing to go out there for the reward."
"Of course it is! No mutant or bandit has ever walked through that door.","User Interface, interaction with NPC","1400","Of course it is! No mutant or bandit has ever walked through that door."
"Oh! Oh! Beautiful, isn't it - NPC Dialogue","User Interface, interaction with NPC","1400","Oh! Oh! Beautiful, isn't it?!\nMr. Junk took it off a kid. Oh! Mr. Junk didn't steal it! No no no Mr. Junk doesn't steal.\nHe had the costume on, but luckily he was dead, yeah dead. What a great day!\nSo Mr. Junk took it and now it's his alone. HIS ALONE!"
"Oh! This place is beautiful - NPC Dialogue","User Interface, interaction with NPC","1400","Oh! This place is beautiful! Let Mr. Junk explain, let Mr. Junk explain!\nAfter the big BOOOM they brought us here, on the way there were a lot of people throwing up.\nStrangely enough, they were the first to die, so Mr. Junk started to take their things but the other people didn't want to and were very mean to Mr. Junk.\nBut Mr. Junk couldn't understand, if they are dead what are they going to do with all those beautiful treasures?\nSo Mr. Junk hid here, sometimes he goes out to find treasures, beautiful treasures.\nAs time went by, Mr. Junk saw fewer and fewer people around, at least living people. Dead people were plenty, yes, yes, yes\nSo Mr. Junk could finally take their things without anyone getting angry."
"Oh, so you wanna be a Hunter - NPC Dialogue","User Interface, interaction with NPC","1400","Oh, so you wanna be a Hunter? That's what we call people that go outside and gather resources.\nYou need to talk to the Conductor, near the train.\nIf you want to know more about the different areas, go and talk with the guide. You can usually find him near the bunker's main door.\nGood luck Hunter!"
"On April 4, 2017, the plant exploded - NPC Dialogue","User Interface, interaction with NPC","1400","On April 4, 2017, the plant exploded. Nobody really knows what happened but surely the Crimson Corporation had something to do with it.\nThey say they didn't conduct any dangerous experiments but I don't believe them, nobody here believes them.\nMaybe you'll have better luck if you ask them, there should be a base in the industrial area.\nBut don't get your hopes up, I doubt they'll tell you the truth."
"Once you are ready, turn on the lights","User Interface, interaction with NPC","1400","Once you are ready, turn on the lights"
"Once you are ready, turn on the lights.","User Interface, interaction with NPC","1400","Once you are ready, turn on the lights."
"Pay 5000 roubles to pass","User Interface, interaction with NPC","1400","Pay 5000 roubles to pass"
"Priviet comrade! Do you wanna buy something?","User Interface, interaction with NPC","1400","Priviet comrade! Do you wanna buy something?"
"Priviet comrade! How can I help you?","User Interface, interaction with NPC","1400","Priviet comrade! How can I help you?"
"Recently helicopters have crashed near the swamp - NPC Dialogue","User Interface, interaction with NPC","1400","Recently helicopters have crashed near the swamp, these are the bodies of the crew...\nMy God what happened to them?!?!?\nGo talk to the doctor. Maybe he can tell you more."
